environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s)
568,49.9540275791403,5.08015152542272e-06,49.8099755624628,1.59920317463694e-11,49.8676521585366,5.08013554054082e-06,49.7500003419784,1.59920317955617e-11,49.8653535341155,5.08013553332787e-06,0.45000148407327,0.630614255562057,49.9080551582811,5.08015152537609e-06
569,49.9540275796993,5.08015151080859e-06,49.8099755630863,1.59920319072492e-11,49.8676521597555,5.08013551894356e-06,49.7500003419782,1.59920317562374e-11,49.8653535353146,5.08013551877993e-06,0.450001412697403,0.630614155538743,49.9080551593987,5.08015151081145e-06
570,49.9540275799315,5.0801515069029e-06,49.8099755633346,1.59920319727374e-11,49.8676521604232,5.08013551173748e-06,49.7500003419781,1.59920323550178e-11,49.8653535361563,5.08013551487195e-06,0.450001416801236,0.630614161289693,49.9080551598631,5.08015150689334e-06
571,49.9540275799555,5.08015151595057e-06,49.8099755633234,1.59920319704338e-11,49.8676521604081,5.08013552920323e-06,49.7500003419779,1.5992031677845e-11,49.8653535361512,5.08013552389515e-06,0.450001427352995,0.630614176076509,49.9080551599112,5.08015151594282e-06
572,49.9540275796099,5.08015153109273e-06,49.8099755629256,1.5992031861823e-11,49.867652159672,5.08013553860412e-06,49.7500003419777,1.59920319577866e-11,49.8653535354774,5.08013553907203e-06,0.450001394004953,0.630614129343885,49.9080551592197,5.08015153110227e-06
573,49.9540275794039,5.08015154436071e-06,49.8099755626646,1.59920317951326e-11,49.8676521590997,5.08013555231459e-06,49.7500003419776,1.59920319188038e-11,49.8653535348477,5.08013555231895e-06,0.450001426393415,0.630614174731793,49.9080551588079,5.08015154434997e-06
574,49.9540275790275,5.08015155258823e-06,49.8099755622628,1.59920316849684e-11,49.8676521583675,5.08013555749886e-06,49.7500003419774,1.59920318799062e-11,49.8653535341923,5.08013556058065e-06,0.450001388095334,0.630614121062379,49.9080551580549,5.08015155260455e-06
575,49.954027579051,5.08015155597886e-06,49.8099755622652,1.5992031690259e-11,49.8676521582596,5.08013556702876e-06,49.7500003419773,1.5992031841094e-11,49.8653535339632,5.08013556392046e-06,0.450001441010281,0.630614195215289,49.9080551581022,5.08015155595694e-06
576,49.9540275787864,5.0801515559118e-06,49.8099755620099,1.59920316171476e-11,49.8676521578522,5.08013556037866e-06,49.7500003419771,1.59920314833565e-11,49.8653535336677,5.08013556391269e-06,0.450001379188604,0.63061410858084,49.9080551575726,5.08015155593785e-06
577,49.9540275790229,5.08015155429557e-06,49.8099755622402,1.59920316853262e-11,49.8676521581605,5.08013556690414e-06,49.750000341977,1.59920317637253e-11,49.8653535338113,5.08013556222147e-06,0.4500014588257,0.630614220181112,49.908055158046,5.08015155426347e-06
578,49.9540275786884,5.08015155241887e-06,49.8099755619277,1.59920315937338e-11,49.8676521577205,5.0801355548258e-06,49.7500003419768,1.5992031725169e-11,49.8653535335712,5.08013556043821e-06,0.450001360215309,0.630614081992416,49.9080551573764,5.08015155245721e-06
579,49.9540275790679,5.08015155088157e-06,49.8099755622942,1.5992031701881e-11,49.8676521582249,5.08013556606665e-06,49.7500003419766,1.5992031686698e-11,49.865353533828,5.08013555878499e-06,0.450001483366601,0.630614254571758,49.9080551581363,5.08015155083285e-06
580,49.9540275785424,5.08015154942004e-06,49.8099755617975,1.59920315565157e-11,49.8676521575198,5.08013554851227e-06,49.7500003419765,1.59920313293012e-11,49.8653535334342,5.08013555746935e-06,0.450001329348353,0.630614038736686,49.9080551570843,5.08015154948134e-06
581,49.954027579144,5.08015154797232e-06,49.8099755623751,1.59920317268014e-11,49.8676521583159,5.0801355669487e-06,49.7500003419763,1.59920316100119e-11,49.8653535338417,5.08013555584006e-06,0.450001521891612,0.630614308559184,49.9080551582886,5.08015154789609e-06
582,49.954027578348,5.08015154621374e-06,49.8099755616221,1.59920315058662e-11,49.8676521572577,5.08013554030697e-06,49.7500003419762,1.59920315717968e-11,49.8653535332675,5.08013555430789e-06,0.450001281887076,0.630613972226333,49.9080551566951,5.08015154630721e-06
583,49.9540275797151,5.08015153899238e-06,49.8099755629651,1.59920318922696e-11,49.8676521592517,5.08013556794451e-06,49.750000341976,1.59920318526785e-11,49.8653535345179,5.08013554677361e-06,0.450001613940177,0.630614437552396,49.9080551594313,5.08015153885299e-06
584,49.9540275813635,5.08015149375376e-06,49.8099755648118,1.59920323687877e-11,49.8676521628619,5.08013550215556e-06,49.7500003419759,1.59920324526577e-11,49.8653535380699,5.08013550173339e-06,0.45000140467273,0.630614144293285,49.9080551627269,5.08015149377024e-06
585,49.9540275820536,5.08015148020838e-06,49.8099755655571,1.59920325653341e-11,49.8676521648543,5.08013547908482e-06,49.7500003419757,1.59920324146993e-11,49.8653535405728,5.08013548817695e-06,0.450001416825354,0.630614161323491,49.9080551641073,5.08015148017603e-06
586,49.9540275821316,5.08015150495156e-06,49.8099755655388,1.59920325623302e-11,49.8676521648391,5.08013552845705e-06,49.7500003419756,1.59920326958383e-11,49.8653535405872,5.08013551285205e-06,0.450001447823083,0.63061420476248,49.9080551642634,5.08015150493156e-06
587,49.9540275811233,5.08015154785658e-06,49.8099755643833,1.59920322467147e-11,49.8676521627029,5.08013555446349e-06,49.7500003419754,1.59920320200265e-11,49.8653535386346,5.08013555585713e-06,0.450001350027945,0.630614067716248,49.9080551622464,5.08015154788518e-06
588,49.9540275806682,5.08015158351341e-06,49.8099755637773,1.59920320946119e-11,49.867652161295,5.0801355949477e-06,49.7500003419753,1.59920319823238e-11,49.8653535370101,5.08013559142967e-06,0.450001456535165,0.630614216971247,49.9080551613369,5.08015158346825e-06
589,49.9540275806059,5.08015159093139e-06,49.8099755636934,1.59920320688651e-11,49.8676521610478,5.08013561099367e-06,49.7500003419751,1.59920319447064e-11,49.8653535366999,5.08013559883038e-06,0.450001404161775,0.630614143577253,49.9080551612121,5.08015159089882e-06
590,49.9540275803773,5.0801515955609e-06,49.8099755634499,1.59920320024312e-11,49.8676521607444,5.08013557786207e-06,49.7500003419749,1.59920322261867e-11,49.8653535365557,5.08013560362277e-06,0.450001394162661,0.63061412956489,49.9080551607544,5.08015159556635e-06
591,49.9540275803191,5.08015160421319e-06,49.8099755633534,1.59920319802842e-11,49.8676521604426,5.0801356494428e-06,49.7500003419748,1.59920318697273e-11,49.8653535361859,5.08013561197965e-06,0.450001435915529,0.630614188075706,49.9080551606391,5.0801516041347e-06
592,49.9540275797952,5.08015161428617e-06,49.8099755627999,1.59920318275156e-11,49.8676521594625,5.08013561374459e-06,49.7500003419746,1.59920315133528e-11,49.8653535352945,5.08013562237455e-06,0.450001369547344,0.630614095069961,49.9080551595895,5.08015161438016e-06
593,49.9540275796622,5.08015162300035e-06,49.809975562624,1.59920317870205e-11,49.8676521589779,5.08013564070175e-06,49.7500003419745,1.59920317950893e-11,49.8653535346985,5.08013563081914e-06,0.450001444764015,0.630614200475624,49.9080551593255,5.08015162287847e-06
594,49.9540275790561,5.08015162574661e-06,49.809975562019,1.59920316184085e-11,49.86765215795,5.08013560961379e-06,49.7500003419743,1.59920317578982e-11,49.8653535338168,5.08013563394487e-06,0.450001354162472,0.63061407351021,49.9080551581107,5.08015162590254e-06
595,49.9540275791871,5.08015162576022e-06,49.8099755621346,1.59920316589839e-11,49.8676521579363,5.08013566179526e-06,49.7500003419742,1.59920317207923e-11,49.8653535336062,5.08013563345889e-06,0.450001470252405,0.630614236194044,49.908055158376,5.0801516255724e-06
596,49.9540275786253,5.08015161968074e-06,49.8099755616128,1.59920315087655e-11,49.8676521571546,5.08013559371123e-06,49.750000341974,1.59920316837717e-11,49.8653535330256,5.0801356279806e-06,0.45000133292971,0.630614043755458,49.9080551572484,5.0801516199117e-06
597,49.9540275790903,5.08015161421459e-06,49.8099755620761,1.59920316465186e-11,49.8676521577324,5.08013566324564e-06,49.7500003419738,1.59920313278229e-11,49.8653535333269,5.08013562177601e-06,0.450001505267106,0.630614285262258,49.9080551581834,5.08015161392814e-06
598,49.9540275784045,5.08015160468528e-06,49.8099755614525,1.59920314631982e-11,49.8676521569005,5.08013556276966e-06,49.7500003419737,1.59920316099864e-11,49.8653535328212,5.080135613149e-06,0.450001296763726,0.63061399307388,49.9080551568056,5.08015160503419e-06
599,49.9540275791771,5.08015159963704e-06,49.8099755622112,1.59920316866002e-11,49.8676521579045,5.08013567005002e-06,49.7500003419735,1.59920315732217e-11,49.8653535334207,5.08013560699355e-06,0.450001553944312,0.630614353476568,49.9080551583584,5.08015159920978e-06
600,49.9540275777756,5.08015159518173e-06,49.8099755608712,1.59920313006063e-11,49.867652155991,5.08013551107587e-06,49.7500003419734,1.59920312175283e-11,49.8653535321264,5.08013560403623e-06,0.450001207650942,0.630613868194756,49.9080551555452,5.08015159579645e-06
601,49.954027576066,5.08015163478795e-06,49.8099755589892,1.59920308146934e-11,49.8676521522774,5.08013563919787e-06,49.7500003419732,1.59920308619197e-11,49.8653535285641,5.08013564269235e-06,0.450001426401403,0.630614174742987,49.9080551521326,5.08015163471009e-06
602,49.954027575394,5.08015163941732e-06,49.8099755582924,1.59920306319952e-11,49.8676521503426,5.08013570041827e-06,49.750000341973,1.59920308254102e-11,49.8653535260827,5.08013564735105e-06,0.450001415054438,0.630614158841799,49.908055150787,5.08015163954406e-06
603,49.9540275752662,5.08015160753933e-06,49.8099755582898,1.59920306283036e-11,49.8676521503909,5.08013553070987e-06,49.7500003419729,1.59920307889859e-11,49.8653535261056,5.08013561586026e-06,0.450001376119075,0.630614104279324,49.9080551505311,5.08015160763898e-06
604,49.9540275763449,5.08015155782535e-06,49.80997555954,1.59920309709022e-11,49.8676521526436,5.0801355788027e-06,49.7500003419727,1.5992030752647e-11,49.865353528186,5.08013556562213e-06,0.450001490979957,0.630614265240814,49.9080551526914,5.08015155767771e-06
605,49.9540275769009,5.08015151243548e-06,49.8099755602824,1.59920311586921e-11,49.8676521543253,5.08013551847576e-06,49.7500003419726,1.59920313544229e-11,49.8653535300383,5.08013552057632e-06,0.450001373575758,0.63061410071522,49.9080551538001,5.08015151261225e-06
606,49.9540275780917,5.08015148484494e-06,49.8099755615595,1.59920315103928e-11,49.867652156605,5.08013553743594e-06,49.7500003419724,1.59920313182551e-11,49.8653535320966,5.08013549242159e-06,0.450001513919058,0.630614297386761,49.9080551561859,5.08015148458981e-06
607,49.9540275779583,5.08015146916694e-06,49.8099755615097,1.59920314813373e-11,49.8676521569238,5.08013543164407e-06,49.7500003419723,1.59920316011877e-11,49.8653535327535,5.0801354775662e-06,0.450001326942715,0.630614035365521,49.9080551559137,5.08015146946218e-06
608,49.9540275791164,5.08015146391024e-06,49.8099755626571,1.59920318068774e-11,49.8676521587241,5.08013553544523e-06,49.7500003419721,1.59920318842059e-11,49.8653535341643,5.08013547126314e-06,0.450001566792979,0.63061437148218,49.9080551582371,5.08015146347771e-06
609,49.954027580408,5.08015143270341e-06,49.8099755640825,1.5992032175804e-11,49.8676521615438,5.08013544412229e-06,49.750000341972,1.59920321673098e-11,49.8653535368835,5.08013544071348e-06,0.450001413820706,0.630614157112896,49.9080551608156,5.0801514327577e-06
610,49.9540275809114,5.08015142768026e-06,49.8099755646105,1.59920323140246e-11,49.8676521629976,5.08013539383249e-06,49.7500003419718,1.59920324504994e-11,49.8653535387346,5.08013543569859e-06,0.450001416320734,0.630614160616336,49.9080551618233,5.08015142760178e-06
611,49.9540275810917,5.08015144859675e-06,49.8099755647073,1.59920323426802e-11,49.867652163134,5.0801355175523e-06,49.7500003419717,1.59920324147591e-11,49.8653535388744,5.08013545630214e-06,0.45000145212737,0.630614210794338,49.9080551621844,5.0801514485147e-06
612,49.9540275803784,5.0801514822273e-06,49.8099755638796,1.59920321147182e-11,49.8676521616707,5.08013547896282e-06,49.7500003419715,1.59920320600882e-11,49.8653535375468,5.08013549033816e-06,0.450001361700665,0.630614084073935,49.9080551607555,5.0801514823479e-06
613,49.954027580095,5.08015151378592e-06,49.8099755634649,1.59920320123319e-11,49.8676521606797,5.08013552660651e-06,49.7500003419713,1.59920320245182e-11,49.8653535364178,5.08013552160122e-06,0.450001456183426,0.630614216478334,49.9080551601915,5.08015151364179e-06
614,49.9540275792618,5.08015153356423e-06,49.8099755625715,1.59920317650341e-11,49.867652159119,5.08013550706027e-06,49.7500003419712,1.59920323080493e-11,49.8653535350395,5.08013554184026e-06,0.450001342021352,0.630614056496125,49.9080551585216,5.08015153376527e-06
615,49.9540275794415,5.0801515461019e-06,49.8099755626844,1.59920318077486e-11,49.8676521590178,5.08013559064253e-06,49.750000341971,1.59920316346175e-11,49.8653535346751,5.08013555372298e-06,0.450001491271153,0.630614265648884,49.9080551588854,5.08015154586337e-06
616,49.9540275787725,5.08015154876511e-06,49.8099755620272,1.59920316184329e-11,49.8676521580292,5.08013551490054e-06,49.7500003419709,1.5992031599303e-11,49.8653535339351,5.08013555714986e-06,0.450001315824807,0.630614019785325,49.9080551575422,5.08015154906116e-06
617,49.9540275794074,5.08015155152645e-06,49.8099755626236,1.59920317955234e-11,49.8676521587775,5.08013561275741e-06,49.7500003419707,1.59920318830902e-11,49.8653535343314,5.08013555897105e-06,0.450001534847252,0.630614326714704,49.9080551588184,5.08015155115936e-06
618,49.9540275785447,5.08015154908935e-06,49.8099755618041,1.59920315551468e-11,49.8676521576736,5.08013549390817e-06,49.7500003419705,1.59920312099131e-11,49.8653535336488,5.0801355576866e-06,0.450001267504326,0.630613952070916,49.9080551570852,5.08015154953227e-06
619,49.9540275799358,5.08015154670358e-06,49.8099755631572,1.59920319459086e-11,49.8676521595845,5.08013565157011e-06,49.7500003419704,1.59920321319045e-11,49.8653535349165,5.08013555374515e-06,0.450001628078754,0.630614457365637,49.9080551598777,5.08015154606164e-06
620,49.9540275816437,5.08015149881128e-06,49.8099755650694,1.59920324393396e-11,49.8676521633578,5.08013551002248e-06,49.7500003419703,1.59920324159484e-11,49.8653535385323,5.08013550685018e-06,0.450001400632326,0.630614138631223,49.9080551632866,5.08015149889252e-06
621,49.9540275822809,5.0801514872292e-06,49.8099755657574,1.59920326197261e-11,49.8676521652977,5.0801354392326e-06,49.7500003419701,1.59920327000781e-11,49.8653535410405,5.0801354952366e-06,0.450001412921828,0.630614155853244,49.9080551645627,5.08015148709728e-06
622,49.9540275823753,5.08015151338146e-06,49.8099755657477,1.59920326204366e-11,49.8676521652191,5.08013560935646e-06,49.75000034197,1.5992032346259e-11,49.8653535409849,5.0801355209826e-06,0.450001454730313,0.630614214441999,49.9080551647519,5.08015151327618e-06
623,49.9540275812338,5.08015155794962e-06,49.8099755644544,1.59920322661039e-11,49.8676521628884,5.08013555217952e-06,49.7500003419698,1.59920323115421e-11,49.8653535388311,5.08013556609746e-06,0.450001335551281,0.630614047429225,49.908055162466,5.08015155810426e-06
624,49.9540275806556,5.08015159818704e-06,49.8099755637081,1.59920320778759e-11,49.8676521611881,5.0801356083403e-06,49.7500003419696,1.59920322769104e-11,49.8653535369502,5.08013560597445e-06,0.450001458952663,0.630614220359033,49.908055161313,5.08015159800107e-06
625,49.9540275794207,5.08015162033996e-06,49.809975562408,1.59920317196143e-11,49.8676521588745,5.08013558182667e-06,49.7500003419695,1.59920319233462e-11,49.8653535348675,5.08013562871672e-06,0.450001312645779,0.630614015330361,49.9080551588388,5.08015162060565e-06
626,49.954027579571,5.0801516307298e-06,49.8099755624931,1.59920317589073e-11,49.8676521586082,5.08013568638818e-06,49.7500003419693,1.59920318888846e-11,49.8653535342483,5.0801356382477e-06,0.450001508395174,0.630614289645809,49.9080551591449,5.08015163042182e-06
627,49.95402757867,5.08015162695745e-06,49.8099755616345,1.59920315117695e-11,49.8676521573057,5.08013558087211e-06,49.7500003419691,1.59920315354904e-11,49.8653535332601,5.08013563546466e-06,0.450001281753171,0.630613972038683,49.9080551573363,5.08015162733955e-06
628,49.9540275798454,5.08015161834099e-06,49.8099755628013,1.59920318490384e-11,49.8676521589366,5.08013571010035e-06,49.750000341969,1.59920321392353e-11,49.8653535343195,5.0801356255056e-06,0.450001595409334,0.630614411584006,49.9080551596963,5.0801516177844e-06
629,49.9540275812922,5.08015157033701e-06,49.8099755644497,1.59920322741791e-11,49.8676521622004,5.08013558123657e-06,49.7500003419689,1.5992032424048e-11,49.8653535374578,5.08013557836594e-06,0.450001397268354,0.630614133917086,49.9080551625838,5.08015157040791e-06
630,49.9540275818346,5.0801515547796e-06,49.8099755650561,1.59920324336527e-11,49.8676521638864,5.08013551870102e-06,49.7500003419687,1.5992032389928e-11,49.8653535396238,5.08013556275955e-06,0.450001413013696,0.630614155981984,49.90805516367,5.08015155465819e-06
631,49.9540275818478,5.08015157245011e-06,49.8099755649989,1.59920324205861e-11,49.86765216374,5.08013565378167e-06,49.7500003419686,1.59920326749119e-11,49.865353539511,5.08013558012331e-06,0.450001441196761,0.630614195476615,49.9080551636967,5.08015157237332e-06
632,49.9540275808498,5.08015160628714e-06,49.8099755638859,1.59920321164467e-11,49.8676521617167,5.08013560375307e-06,49.7500003419684,1.5992032321944e-11,49.8653535376261,5.0801356143919e-06,0.450001348465889,0.630614065527244,49.9080551616983,5.08015160640571e-06
633,49.9540275802847,5.08015163603976e-06,49.8099755631957,1.59920319408043e-11,49.8676521601791,5.08013564275216e-06,49.7500003419682,1.59920319690609e-11,49.8653535359498,5.08013564388309e-06,0.450001443716042,0.630614199007036,49.9080551605707,5.08015163590062e-06
634,49.9540275792532,5.08015165027973e-06,49.8099755621243,1.59920316463783e-11,49.8676521582517,5.08013562155497e-06,49.7500003419681,1.59920316162627e-11,49.8653535341957,5.08013565856585e-06,0.45000133271191,0.630614043450242,49.9080551585044,5.08015165048528e-06
635,49.9540275793296,5.08015165412469e-06,49.809975562166,1.59920316703626e-11,49.8676521579922,5.0801356988952e-06,49.7500003419679,1.59920312635493e-11,49.8653535336578,5.0801356617463e-06,0.450001484217756,0.630614255764534,49.9080551586615,5.0801516538877e-06
636,49.9540275786291,5.08015164642164e-06,49.8099755615159,1.59920314831333e-11,49.8676521570055,5.08013561310423e-06,49.7500003419677,1.59920315489593e-11,49.8653535329075,5.0801356548036e-06,0.450001310918484,0.630614012909797,49.9080551572554,5.08015164671815e-06
637,49.9540275792609,5.08015163865436e-06,49.8099755621486,1.59920316699372e-11,49.8676521578244,5.0801357002483e-06,49.7500003419676,1.59920318344549e-11,49.8653535333719,5.08013564609753e-06,0.450001530353505,0.630614320417344,49.9080551585254,5.08015163828531e-06
638,49.9540275784035,5.08015162654099e-06,49.8099755613706,1.59920314406638e-11,49.8676521568031,5.08013557205642e-06,49.7500003419674,1.59920311629775e-11,49.8653535327717,5.08013563513367e-06,0.450001264115437,0.630613947321861,49.9080551568028,5.08015162698211e-06
639,49.9540275797895,5.08015161558897e-06,49.8099755627509,1.59920318385887e-11,49.8676521587718,5.08013572053098e-06,49.7500003419673,1.59920320866831e-11,49.8653535341002,5.0801356226311e-06,0.450001624096408,0.630614451784935,49.9080551595851,5.08015161494859e-06
640,49.9540275814892,5.08015156015529e-06,49.8099755646832,1.59920323374021e-11,49.8676521625862,5.08013557123196e-06,49.7500003419671,1.59920323724353e-11,49.865353537758,5.08013556819403e-06,0.45000139757284,0.63061413434378,49.9080551629777,5.08015156023612e-06
641,49.9540275821222,5.08015154161901e-06,49.8099755653931,1.59920325236294e-11,49.8676521645691,5.08013549347678e-06,49.750000341967,1.59920323392533e-11,49.8653535403082,5.08013554962786e-06,0.450001410146413,0.630614151963887,49.9080551642454,5.0801515414887e-06
642,49.9540275822202,5.08015156127167e-06,49.8099755654112,1.59920325317886e-11,49.8676521645456,5.08013565692566e-06,49.7500003419668,1.59920326251768e-11,49.8653535403071,5.08013556887489e-06,0.450001452485053,0.63061421129558,49.9080551644417,5.08015156116562e-06
643,49.9540275810896,5.08015159980818e-06,49.8099755641514,1.59920321863835e-11,49.867652162281,5.08013559396631e-06,49.7500003419667,1.59920322731452e-11,49.8653535382188,5.08013560795822e-06,0.450001333794115,0.630614044966801,49.9080551621775,5.08015159996557e-06
644,49.9540275805257,5.08015163458034e-06,49.8099755634399,1.59920320074342e-11,49.8676521606501,5.08013564483463e-06,49.7500003419665,1.59920322402188e-11,49.8653535364073,5.08013564236774e-06,0.450001457473689,0.630614218286457,49.9080551610531,5.08015163439541e-06
645,49.9540275793059,5.08015165188506e-06,49.8099755621731,1.59920316580492e-11,49.8676521584033,5.080135613468e-06,49.7500003419663,1.5992031888357e-11,49.8653535343915,5.08013566026194e-06,0.450001311453081,0.630614013658962,49.9080551586091,5.08015165215056e-06
646,49.9540275794693,5.08015165803815e-06,49.8099755622873,1.59920317050748e-11,49.8676521581959,5.08013571371174e-06,49.7500003419662,1.59920318556008e-11,49.8653535338319,5.08013566555571e-06,0.450001507288138,0.630614288094454,49.9080551589415,5.0801516577294e-06
647,49.9540275785801,5.08015165058636e-06,49.8099755614542,1.59920314647509e-11,49.8676521569449,5.08013560450717e-06,49.750000341966,1.59920315039089e-11,49.8653535328957,5.08013565909454e-06,0.450001280882282,0.630613970818255,49.9080551571565,5.08015165096913e-06
648,49.9540275797628,5.08015163888263e-06,49.8099755626403,1.59920318071148e-11,49.8676521586106,5.08013574123865e-06,49.7500003419659,1.59920321093649e-11,49.865353533998,5.08013564597707e-06,0.450001594432096,0.630614410214544,49.9080551595313,5.08015163828986e-06
649,49.9540275812029,5.08015158893429e-06,49.8099755642916,1.59920322329503e-11,49.8676521618582,5.0801356639553e-06,49.7500003419657,1.59920323958858e-11,49.8653535371676,5.08013559647993e-06,0.450001396006923,0.630614132149367,49.9080551624079,5.08015158872695e-06
650,49.954027581759,5.08015157101961e-06,49.8099755649186,1.5992032398132e-11,49.8676521636571,5.08013542959582e-06,49.7500003419656,1.59920323634711e-11,49.8653535393875,5.08013557921437e-06,0.45000141353808,0.630614156716836,49.9080551635197,5.08015157076534e-06
651,49.9540275817762,5.08015158584732e-06,49.8099755648774,1.59920323891181e-11,49.867652163439,5.08013580493896e-06,49.7500003419654,1.59920326501631e-11,49.8653535392674,5.08013559288038e-06,0.450001439049813,0.630614192467968,49.9080551635558,5.08015158559556e-06
652,49.9540275808074,5.08015161651412e-06,49.809975563801,1.59920320950067e-11,49.8676521615395,5.08013562837789e-06,49.7500003419653,1.59920319798759e-11,49.8653535374106,5.08013562487662e-06,0.450001349987162,0.630614067659095,49.908055161611,5.08015161687035e-06
653,49.9540275802133,5.0801516467723e-06,49.8099755630856,1.59920319120265e-11,49.8676521599852,5.08013560734252e-06,49.7500003419651,1.59920319477166e-11,49.8653535357832,5.08013565438869e-06,0.450001440812917,0.630614194938712,49.9080551604306,5.08015164636163e-06
654,49.9540275792586,5.08015165678925e-06,49.8099755620986,1.59920316413674e-11,49.8676521582052,5.0801355900402e-06,49.7500003419649,1.59920315966207e-11,49.8653535340729,5.08013566570333e-06,0.450001338063803,0.630614050950172,49.9080551585112,5.08015165739289e-06
655,49.9540275792318,5.08015166258531e-06,49.809975562041,1.59920316366281e-11,49.8676521577533,5.08013574544036e-06,49.7500003419648,1.59920312456095e-11,49.865353533515,5.08013566957e-06,0.450001472856504,0.630614239843326,49.9080551584698,5.08015166192581e-06
656,49.9540275786976,5.08015165028688e-06,49.8099755615602,1.59920314981022e-11,49.8676521570688,5.08013558570503e-06,49.7500003419646,1.59920312137055e-11,49.8653535328472,5.08013565935231e-06,0.450001329932373,0.630614039555109,49.908055157388,5.08015165106099e-06
657,49.9540275791003,5.08015164583782e-06,49.8099755619698,1.59920316200883e-11,49.8676521575175,5.0801357367181e-06,49.7500003419645,1.59920311818866e-11,49.8653535332164,5.08013565249537e-06,0.450001500121989,0.630614278052095,49.908055158209,5.08015164493099e-06
658,49.9540275785706,5.08015162834344e-06,49.8099755615163,1.59920314849293e-11,49.8676521570154,5.08013555621824e-06,49.7500003419643,1.59920314691754e-11,49.8653535327997,5.08013563775703e-06,0.450001308461114,0.630614009466136,49.9080551571318,5.08015162935226e-06
659,49.9540275790995,5.08015162732452e-06,49.8099755620368,1.59920316399737e-11,49.867652157605,5.08013573720623e-06,49.7500003419642,1.59920317565498e-11,49.8653535332959,5.08013563359645e-06,0.450001527311867,0.630614316154914,49.9080551582098,5.08015162615993e-06
660,49.9540275783893,5.08015161011902e-06,49.8099755614048,1.59920314530226e-11,49.8676521568645,5.0801355049047e-06,49.750000341964,1.59920310869415e-11,49.8653535326626,5.08013562000559e-06,0.450001278208025,0.630613967070657,49.9080551567663,5.0801516114434e-06
661,49.9540275793905,5.08015160910405e-06,49.8099755623917,1.59920317395381e-11,49.8676521581306,5.08013577346343e-06,49.7500003419638,1.59920316935093e-11,49.8653535337337,5.08013561455455e-06,0.450001587484529,0.630614400478499,49.9080551587971,5.08015160737432e-06
662,49.9540275807607,5.08015155871354e-06,49.8099755639557,1.59920321450628e-11,49.8676521612486,5.08013558825363e-06,49.7500003419637,1.599203198114e-11,49.8653535365186,5.0801355669671e-06,0.45000139752808,0.630614134281056,49.908055161519,5.08015155898829e-06
