environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),PV3 | u_mmHg (dimensionless),PV3 | v_mm3_s (mm3_per_s),PV4 | u_mmHg (dimensionless),PV4 | v_mm3_s (mm3_per_s),PV5 | u_mmHg (dimensionless),PV5 | v_mm3_s (mm3_per_s),PV6 | u_mmHg (dimensionless),PV6 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),V3 | u_mmHg (dimensionless),V3 | v_mm3_s (mm3_per_s),V4 | u_mmHg (dimensionless),V4 | v_mm3_s (mm3_per_s),V5 | u_mmHg (dimensionless),V5 | v_mm3_s (mm3_per_s),V6 | u_mmHg (dimensionless),V6 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s),VV_junc2 | H_VV_out_alpha (dimensionless),VV_junc2 | H_VV_out_beta (dimensionless),VV_junc2 | u_mmHg (dimensionless),VV_junc2 | v_mm3_s (mm3_per_s),VV_junc3 | H_VV_out_alpha (dimensionless),VV_junc3 | H_VV_out_beta (dimensionless),VV_junc3 | u_mmHg (dimensionless),VV_junc3 | v_mm3_s (mm3_per_s)
480,49.906909630313,1.02868885738679e-05,49.7343339145876,5.14323781499415e-06,49.7343336441765,5.14364737107336e-06,49.5748726875943,2.57100259687239e-06,49.5748913465722,2.57223523907905e-06,49.5748780717136,2.57182401380848e-06,49.5748780717249,2.57182400173218e-06,49.732006789778,5.14323944262585e-06,49.7320062488723,5.14364912417554e-06,49.5731016309874,2.57100615051087e-06,49.5731389558382,2.57223329616082e-06,49.5731261410508,2.57182457596781e-06,49.5731261410629,2.57182456938039e-06,0.450007434807411,0.449992593288565,49.8138192606517,1.02868885721964e-05,0.450048442259245,0.449950342723811,49.6152213143605,5.1432394443209e-06,0.450000639308447,0.450000638347434,49.6152106496712,5.1436491632312e-06
481,49.9069128078516,1.02865375139186e-05,49.734343213933,5.14271220138793e-06,49.7343424785405,5.14382558417597e-06,49.5748660240633,2.56968841970693e-06,49.5749167295421,2.5730300999363e-06,49.5748806670991,2.57191277067588e-06,49.5748806671057,2.57191276596557e-06,49.7320164018646,5.14271205122639e-06,49.7320149310623,5.1438254593101e-06,49.5730620685604,2.56968266414923e-06,49.5731634808123,2.57302938380868e-06,49.5731286728681,2.57191273127554e-06,49.573128672881,2.57191272695155e-06,0.450020175962769,0.449979827765252,49.813825615706,1.02865375130259e-05,0.450131242991554,0.449865269517789,49.6152435982209,5.14271204927081e-06,0.450001677370584,0.450001676995758,49.6152146317938,5.14382545907029e-06
482,49.9069214276001,1.02855850273679e-05,49.7343684436238,5.14128130007481e-06,49.7343664472637,5.1443040971536e-06,49.574847961597,2.56609273543594e-06,49.5749855885029,2.5751889766707e-06,49.574887707521,2.57215214260821e-06,49.5748877075237,2.57215214265731e-06,49.7320424775112,5.14128111070816e-06,49.7320384847924,5.14430390706295e-06,49.5729547578788,2.56609222627485e-06,49.5732300117006,2.57518887544063e-06,49.573135539708,2.57215194799576e-06,49.5731355397165,2.57215194514735e-06,0.450054765880186,0.449945211728207,49.8138428552097,1.02855850248507e-05,0.450356976673854,0.449632781111306,49.6153040515886,5.14128110537695e-06,0.450004505627188,0.450004505623282,49.6152254347197,5.14430391454698e-06
483,49.90694474744,1.02830081615607e-05,49.7344367002319,5.13741021395154e-06,49.7344312917135,5.14559794491925e-06,49.574799186905,2.55638468735946e-06,49.5751718651949,2.58102606853887e-06,49.5749067484633,2.57279896799855e-06,49.5749067484643,2.5727989647107e-06,49.7321130227029,5.13741020159383e-06,49.7321022056652,5.14559793467905e-06,49.5726646237682,2.55638414198398e-06,49.573409980378,2.58102603496672e-06,49.5731541106473,2.57279896539012e-06,49.5731541106493,2.57279896207618e-06,0.45014829285876,0.449851473479949,49.8138894949026,1.02830081548882e-05,0.450964783222456,0.449001497477161,49.615467601816,5.13741018697328e-06,0.450012183851222,0.450012183589676,49.615254651369,5.14559793207809e-06
484,49.9070073207462,1.02760935707968e-05,49.7346198512896,5.12702654724732e-06,49.734605284681,5.14906748953548e-06,49.5746689176949,2.53036619873927e-06,49.5756716363694,2.59666137477529e-06,49.5749578026914,2.57453367076934e-06,49.574957802696,2.57453366900249e-06,49.7323023144672,5.12702627007939e-06,49.7322731812372,5.14906723264141e-06,49.5718873549512,2.53036556102369e-06,49.5738927934823,2.59666064498938e-06,49.5732039039575,2.57453360722752e-06,49.5732039039665,2.57453360558212e-06,0.450398926328553,0.449599366421799,49.8140146415554,1.02760935528886e-05,0.452579175718424,0.447286545925357,49.6159064456139,5.12702623132463e-06,0.450033061321469,0.45003306118101,49.6153329885118,5.14906722616706e-06
485,49.9071716214203,1.02579377763022e-05,49.7351007524168,5.09978118361808e-06,49.7350621225445,5.15815706780772e-06,49.5743311608338,2.46226123045149e-06,49.5769834117252,2.63752044220339e-06,49.5750916206105,2.57907842084397e-06,49.575091620612,2.57907841989843e-06,49.7327993350601,5.09978084594564e-06,49.7327220753027,5.15815675489315e-06,49.5698552901694,2.46226092309154e-06,49.5751597928605,2.63751975346289e-06,49.5733344102424,2.57907835253696e-06,49.5733344102455,2.57907835145768e-06,0.451054665075587,0.448933264523024,49.8143432430015,1.02579377300253e-05,0.456702319465183,0.442636669521425,49.6170586384002,5.0997807454869e-06,0.450089612122677,0.450089612047639,49.6155382952016,5.15815673855559e-06
486,49.9075796607286,1.02128476874753e-05,49.7362950430716,5.03225155107049e-06,49.7361965516441,5.1805970868795e-06,49.5735199292427,2.29449097571624e-06,49.5802383979612,2.73775820651982e-06,49.5754223824682,2.59029813133445e-06,49.575422382466,2.59029813493827e-06,49.7340336329412,5.03225079327587e-06,49.7338366499748,5.18059647307534e-06,49.5648653651454,2.29449469708171e-06,49.5783023148768,2.73775568723452e-06,49.5736569420802,2.59029817694285e-06,49.5736569420813,2.59029817603088e-06,0.452668064058975,0.447253303815986,49.8151593218508,1.02128475765057e-05,0.466198138153816,0.430153303012934,49.6199195716854,5.03225055459916e-06,0.45024193551715,0.45024193523236,49.6160455988996,5.18059643002198e-06
487,49.9084681133265,1.01146698648541e-05,49.7388952982093,4.88597116133068e-06,49.7386660358535,5.22869764786659e-06,49.5718967264594,1.93630969466578e-06,49.5873146674538,2.94966070910521e-06,49.5761338579538,2.61434856854208e-06,49.5761338579555,2.61434856730117e-06,49.7367208397251,4.88597126042348e-06,49.7362623150181,5.22869778181827e-06,49.5542950577064,1.93630983392064e-06,49.5851309383761,2.94966061264915e-06,49.5743504502429,2.61434877651977e-06,49.574350450246,2.61434877563024e-06,0.456101821137387,0.44347017150687,49.8169362273882,1.01146696468895e-05,0.482999035859716,0.398184110837438,49.6261462914037,4.88597077883787e-06,0.450642171298806,0.450642171201618,49.6171358316426,5.22869769808858e-06
488,49.9099548404129,9.95037959563043e-06,49.7432458372384,4.64435405725381e-06,49.7427970004981,5.30602234344259e-06,49.569648802021,1.36010441812671e-06,49.5991472913623,3.28424626919961e-06,49.5772898224205,2.65301126414455e-06,49.5772898224257,2.65301125786527e-06,49.7412161800198,4.64435512316931e-06,49.7403185065482,5.30602331540237e-06,49.5375735394229,1.36010561784546e-06,49.5965705140837,3.28424825571931e-06,49.5754760147092,2.65301150372378e-06,49.5754760147162,2.65301150326868e-06,0.461571660926045,0.436779800435207,49.8199096818471,9.95037928918464e-06,0.498182721194734,0.328569782043499,49.636559683821,4.64435444520222e-06,0.451609527903514,0.451609527418555,49.6189021865998,5.30602319952504e-06
489,49.9116116433769,9.767295383491e-06,49.7480919004382,4.38361009734338e-06,49.7474003777079,5.38368476328797e-06,49.5678433059104,7.52061850943588e-07,49.6124024968669,3.63154668596371e-06,49.5784951101754,2.69184218754454e-06,49.5784951101754,2.69184218746588e-06,49.7462214537353,4.38360983486005e-06,49.7448384082749,5.38368452528589e-06,49.5203971597952,7.52062532445022e-07,49.609515542006,3.63154611992668e-06,49.5766459462782,2.69184214114263e-06,49.5766459462781,2.69184214106713e-06,0.467136034287127,0.428954641314632,49.8232232876708,9.7672951132854e-06,0.49397310722469,0.218886252325351,49.648169315847,4.38360924215613e-06,0.453521367690502,0.453521367684506,49.6207253397539,5.38368443879608e-06
490,49.9127714870466,9.63912801688312e-06,49.7514794178935,4.21566711920655e-06,49.7506284413464,5.42346073125287e-06,49.5668969889378,3.38922151963324e-07,49.6218027208774,3.87674401810707e-06,49.5792272516158,2.71173025110908e-06,49.5792272516158,2.71173025105497e-06,49.7497154657483,4.21566691915805e-06,49.7480135126592,5.42346052697158e-06,49.5090632250933,3.38922742926727e-07,49.6188746897059,3.87674342214527e-06,49.5773497529182,2.71173021392131e-06,49.5773497529183,2.71173021386204e-06,0.470438789142115,0.42370557569509,49.825542974596,9.63912786900255e-06,0.474670325242864,0.0939810880446442,49.6563509395853,4.21566659765085e-06,0.456311496328854,0.456311496324753,49.6217841618119,5.42346049661683e-06
491,49.9132889551735,9.58194569483038e-06,49.7529820994608,4.15919914506346e-06,49.7520795197207,5.4227466906443e-06,49.5662541961979,1.3530192473403e-07,49.6260665784661,4.02389679052754e-06,49.5794664632349,2.71137320982829e-06,49.5794664632398,2.71137320701746e-06,49.7512569898884,4.15919895207813e-06,49.7494518303711,5.42274655923281e-06,49.5035941385233,1.35302077995169e-07,49.6232189041321,4.02389668480962e-06,49.577571113731,2.71137327336697e-06,49.5775711137353,2.71137327463846e-06,0.471349627987141,0.422164459002223,49.8265779105133,9.58194564648329e-06,0.45559220927317,1.96369025559024e-10,49.6601108958358,4.15919883788956e-06,0.459339157147903,0.459339156934374,49.6220358691384,5.42274655982601e-06
